ID,source_paper,ref_paper
5184,2148367,188898189
5185,2148367,1971794476
5186,2148367,2014271397
5187,2148367,2059341424
5188,2148367,2072903300
5189,2148367,2126311471
5242,2172078,1982391580
5243,2172078,2030920970
5244,2172078,2037944442
5245,2172078,2074609710
5246,2172078,2081588077
5247,2172078,2100626549
5248,2172078,2108914190
5249,2172078,2147483647
5255,2174066,2010499448
5256,2174066,2067486558
5257,2174066,2075641622
5258,2174066,2088006036
5259,2174066,2089621436
5260,2174066,2103332439
5261,2174066,2126441143
5262,2174066,2147483647
5276,2182070,89417507
5277,2182070,1973678174
5278,2182070,1984090735
5279,2182070,1995671210
5280,2182070,2011135844
5281,2182070,2021743579
5282,2182070,2061014473
5283,2182070,2062740729
5284,2182070,2126519871
5735,2395332,1595818143
5736,2395332,1615237301
5737,2395332,1865510995
5738,2395332,2021036513
5739,2395332,2028247608
5740,2395332,2087664087
5741,2395332,2102266633
5742,2395332,2125811166
5743,2395332,2147483647
5795,2419227,1986531619
5796,2419227,2008382887
5797,2419227,2042965279
5798,2419227,2085037998
5799,2419227,2113472355
5800,2419227,2147483647
6085,2546875,1490481380
6086,2546875,1981506621
6087,2546875,2014410632
6088,2546875,2046265708
6089,2546875,2060333697
6090,2546875,2072484559
6091,2546875,2132943956
6213,2594483,317843032
6214,2594483,1986598970
6215,2594483,1992923769
6216,2594483,2007861811
6217,2594483,2012158331
6218,2594483,2015983646
6219,2594483,2031246402
6220,2594483,2042379493
6221,2594483,2064979961
6222,2594483,2076526436
6223,2594483,2086758120
6224,2594483,2086879953
6225,2594483,2097395431
6226,2594483,2147483647
6227,2594483,2147483647
6228,2594483,2147483647
6256,2613057,1969496615
6257,2613057,1973194415
6258,2613057,2060239347
6259,2613057,2067631039
6260,2613057,2073553497
6261,2613057,2087258516
6273,2622964,1577196864
6274,2622964,1981489021
6275,2622964,1998588631
6276,2622964,2010464992
6277,2622964,2053315875
6278,2622964,2055698954
6279,2622964,2109404362
6311,2631719,1965255250
6312,2631719,1983920707
6313,2631719,2004282419
6314,2631719,2008582338
6315,2631719,2077402439
6316,2631719,2084233779
6317,2631719,2087132903
6318,2631719,2100786513
6346,2648237,1966694580
6347,2648237,2010904925
6348,2648237,2020703940
6349,2648237,2026199471
6350,2648237,2033120791
6351,2648237,2106464597
6486,2721518,2032882140
6487,2721518,2057779185
6488,2721518,2058028299
6489,2721518,2062715176
6490,2721518,2099275774
6491,2721518,2147483647
7061,2966298,2007259562
7062,2966298,2011077759
7063,2966298,2039227555
7064,2966298,2092539445
7065,2966298,2140354315
7066,2966298,2146289378
7084,2972023,1556699407
7085,2972023,2008895363
7086,2972023,2085128107
7087,2972023,2095114292
7088,2972023,2098661052
7089,2972023,2102566010
7166,3011556,1593134872
7167,3011556,1985164165
7168,3011556,1999220393
7169,3011556,2016049885
7170,3011556,2054064585
7171,3011556,2066116982
7172,3011556,2074606827
7173,3011556,2075136037
7174,3011556,2147483647
7194,3023198,2026882865
7195,3023198,2120714068
7196,3023198,2123378400
7197,3023198,2147483647
7198,3023198,2147483647
7199,3023198,2147483647
7256,3053748,352493960
7257,3053748,429089168
7258,3053748,1555259883
7259,3053748,1563572188
7260,3053748,1988939886
7261,3053748,2147483647
7442,3135477,1508132320
7443,3135477,1603913234
7444,3135477,1751582242
7445,3135477,2064733298
7446,3135477,2087372964
7447,3135477,2147483647
7505,3157067,1968575651
7506,3157067,1988784113
7507,3157067,2059662266
7508,3157067,2099804621
7509,3157067,2102907361
7510,3157067,2119802842
7511,3157067,2129368288
7512,3157067,2144595024
7555,3174223,19713662
7556,3174223,106033687
7557,3174223,228421670
7558,3174223,1479820551
7559,3174223,1527684797
7560,3174223,1976133216
7561,3174223,2023409631
7562,3174223,2058784939
7563,3174223,2083259691
7737,3258111,87559364
7738,3258111,1965574997
7739,3258111,1980891354
7740,3258111,1981343458
7741,3258111,2012974735
7742,3258111,2013091489
7743,3258111,2016875675
7843,3299903,1980767305
7844,3299903,2071947177
7845,3299903,2077754041
7846,3299903,2087964513
7847,3299903,2098392466
7848,3299903,2144878722
8043,3397681,1971297923
8044,3397681,2002490480
8045,3397681,2017017838
8046,3397681,2026717391
8047,3397681,2081147539
8048,3397681,2118024509
8049,3397681,2147483647
8224,3478795,1526596450
8225,3478795,1579711827
8226,3478795,1968797267
8227,3478795,1985861538
8228,3478795,1991115804
8229,3478795,2030710089
8230,3478795,2039087375
8231,3478795,2086584161
8232,3478795,2092754966
8233,3478795,2100117872
8234,3478795,2147483647
8258,3486300,1907004223
8259,3486300,1985155411
8260,3486300,1986203037
8261,3486300,1987831012
8262,3486300,2066610168
8263,3486300,2097198422
8278,3496248,1992388011
8279,3496248,2014022336
8280,3496248,2027716635
8281,3496248,2046040996
8282,3496248,2055406268
8283,3496248,2120736409
8284,3496248,2139170074
8400,3543574,1994520820
8401,3543574,2061418968
8402,3543574,2067599856
8403,3543574,2141862858
8404,3543574,2146671081
8405,3543574,2147483647
8424,3554651,173768501
8425,3554651,2024280287
8426,3554651,2099838209
8427,3554651,2102671306
8428,3554651,2119906008
8429,3554651,2147483647
8626,3639990,1597586910
8627,3639990,1607065242
8628,3639990,1977912132
8629,3639990,1979954542
8630,3639990,2051209414
8631,3639990,2062704276
8632,3639990,2092710299
8633,3639990,2101524137
8634,3639990,2110820772
8635,3639990,2122965970
8636,3639990,2129113026
8637,3639990,2131350165
8638,3639990,2147483647
8661,3647678,24770786
8662,3647678,199970780
8663,3647678,1588354839
8664,3647678,2038774016
8665,3647678,2057144272
8666,3647678,2124138873
8667,3647938,1998271064
8668,3647938,2026448915
8669,3647938,2030637965
8670,3647938,2084981478
8671,3647938,2124295853
8672,3647938,2137323465
8673,3647938,2147483647
8722,3668970,1565153664
8723,3668970,1902275498
8724,3668970,1974471655
8725,3668970,1985143687
8726,3668970,1993050050
8727,3668970,1996511362
8728,3668970,2081823884
8729,3668970,2089824266
8730,3668970,2092903539
8731,3668970,2096012124
8732,3668970,2102252670
8733,3668970,2131065520
8806,3698567,187039213
8807,3698567,1520531708
8808,3698567,1978288172
8809,3698567,2006922765
8810,3698567,2095263643
8811,3698567,2117330521
8812,3698567,2133712294
8830,3706168,2082527483
8831,3706168,2098547168
8832,3706168,2105973041
8833,3706168,2147483647
8834,3706168,2147483647
8835,3706168,2147483647
8871,3725687,2018765008
8872,3725687,2053510054
8873,3725687,2115589900
8874,3725687,2126339873
8875,3725687,2127263516
8876,3725687,2147483647
8912,3747416,2046013132
8913,3747416,2052502952
8914,3747416,2098266872
8915,3747416,2118629723
8916,3747416,2130970481
8917,3747416,2146066235
8919,3749224,1534285264
8920,3749224,1965334574
8921,3749224,2031408126
8922,3749224,2042127730
8923,3749224,2044233443
8924,3749224,2142616736
8958,3765879,1930062278
8959,3765879,2008423767
8960,3765879,2033889343
8961,3765879,2086764184
8962,3765879,2101351673
8963,3765879,2125655694
8964,3765879,2147483647
9047,3811663,1596934832
9048,3811663,1963483613
9049,3811663,1987542510
9050,3811663,1995129060
9051,3811663,2013834684
9052,3811663,2032510873
9053,3811663,2091949844
9054,3811663,2100219437
9055,3811663,2147483647
9123,3847876,1510528076
9124,3847876,1986024151
9125,3847876,2014347962
9126,3847876,2040153309
9127,3847876,2056198198
9128,3847876,2069898130
9129,3847876,2072880839
9130,3847876,2112815040
9131,3847876,2147483647
9136,3848327,1495526149
9137,3848327,1846272158
9138,3848327,1969540615
9139,3848327,2030893445
9140,3848327,2044025320
9141,3848327,2079504227
9142,3848327,2081143709
9143,3848327,2083514365
9144,3848327,2128983429
9145,3848327,2138741791
9253,3897241,2067515016
9254,3897241,2091081504
9255,3897241,2094886506
9256,3897241,2143518969
9257,3897241,2147483647
9258,3897241,2147483647
9259,3897241,2147483647
9276,3899478,1574011925
9277,3899478,1982044703
9278,3899478,1994896931
9279,3899478,2001136631
9280,3899478,2015018902
9281,3899478,2140573935
9282,3899478,2147483647
9366,3938626,1998813272
9367,3938626,2030637960
9368,3938626,2079218837
9369,3938626,2083715472
9370,3938626,2128090435
9371,3938626,2141800449
9372,3938626,2147483647
9376,3940718,92703712
9377,3940718,95625308
9378,3940718,1991155255
9379,3940718,1996485878
9380,3940718,2017068195
9381,3940718,2075218762
9382,3940718,2075961560
9383,3940718,2147483647
9399,3952636,1632068222
9400,3952636,1980754795
9401,3952636,2017985723
9402,3952636,2034521763
9403,3952636,2095733423
9404,3952636,2127631317
9405,3952636,2138046727
9406,3952636,2147483647
9500,3988410,1979756370
9501,3988410,2000193830
9502,3988410,2006319249
9503,3988410,2011938136
9504,3988410,2019155031
9505,3988410,2058899363
9506,3988410,2087930215
9520,3997935,151382158
9521,3997935,1977081203
9522,3997935,1978315128
9523,3997935,1978502057
9524,3997935,1985202665
9525,3997935,2036277349
9526,3997935,2067409317
9527,3997935,2093156234
9553,4008634,1591447100
9554,4008634,1666681395
9555,4008634,1873448316
9556,4008634,1896587953
9557,4008634,1982890443
9558,4008634,1990210581
9559,4008634,2029922422
9560,4008634,2054960576
9561,4008634,2061376529
9562,4008634,2072851327
9563,4008634,2147483647
9584,4019933,1964962740
9585,4019933,2037823228
9586,4019933,2091655849
9587,4019933,2100015867
9588,4019933,2137180357
9589,4019933,2147483647
9854,4152104,1489513029
9855,4152104,2017252689
9856,4152104,2033676302
9857,4152104,2046416111
9858,4152104,2059148040
9859,4152104,2068456184
9860,4152104,2072233684
9861,4152104,2120435942
9862,4152104,2135988428
9863,4152104,2136660863
9912,4178420,60956709
9913,4178420,644088560
9914,4178420,1590116646
9915,4178420,2003431578
9916,4178420,2024344334
9917,4178420,2039263047
9918,4178420,2060572854
9919,4178420,2147483647
9931,4183726,1486605623
9932,4183726,1521709473
9933,4183726,2027419157
9934,4183726,2037898948
9935,4183726,2084331126
9936,4183726,2086846760
9937,4183726,2106605041
10079,4241678,2003230873
10080,4241678,2013808033
10081,4241678,2089632250
10082,4241678,2100542363
10083,4241678,2147483647
10084,4241678,2147483647
10213,4292847,1211643602
10214,4292847,1519926076
10215,4292847,2011394735
10216,4292847,2071167287
10217,4292847,2104124057
10218,4292847,2138190971
10242,4301455,1967700507
10243,4301455,1970915904
10244,4301455,2006373585
10245,4301455,2009544423
10246,4301455,2067736175
10247,4301455,2091534790
10248,4301455,2092037542
10304,4324575,2004914896
10305,4324575,2011539509
10306,4324575,2018878068
10307,4324575,2040049049
10308,4324575,2078522575
10309,4324575,2106905832
10335,4332363,1580159155
10336,4332363,1965217223
10337,4332363,1989149919
10338,4332363,2000964332
10339,4332363,2017621114
10340,4332363,2037948191
10341,4332363,2086074591
10342,4332363,2126204990
10343,4332363,2130909876
10537,4416539,1968613789
10538,4416539,2016834107
10539,4416539,2043356347
10540,4416539,2077602094
10541,4416539,2100611575
10542,4416539,2116251645
10835,4540728,1836836079
10836,4540728,2033935749
10837,4540728,2069984902
10838,4540728,2085610369
10839,4540728,2115855558
10840,4540728,2147483647
10946,4588714,1964534329
10947,4588714,1969525279
10948,4588714,2064119981
10949,4588714,2075037447
10950,4588714,2097301645
10951,4588714,2108733091
10952,4588714,2147385482
10974,4598153,165154121
10975,4598153,623081193
10976,4598153,1991094680
10977,4598153,2001713890
10978,4598153,2086944292
10979,4598153,2145933084
10980,4598153,2147483647
11055,4634584,1525892378
11056,4634584,1605655695
11057,4634584,1664468538
11058,4634584,2011194264
11059,4634584,2014481960
11060,4634584,2014960573
11061,4634584,2074802774
11062,4634584,2105472242
11063,4634584,2140415025
11197,4703160,1977951739
11198,4703160,1990259874
11199,4703160,1992687573
11200,4703160,1995869907
11201,4703160,2014209332
11202,4703160,2023739541
11203,4703160,2040652292
11204,4703160,2044511994
11205,4703160,2115785458
11206,4703160,2126181198
11295,4741893,1493139712
11296,4741893,1967254945
11297,4741893,2016378690
11298,4741893,2028213426
11299,4741893,2030214259
11300,4741893,2031474060
11301,4741893,2036634567
11302,4741893,2038332731
11303,4741893,2101917504
11304,4741893,2119772007
11321,4749701,1998701421
11322,4749701,2009399560
11323,4749701,2043251061
11324,4749701,2044385529
11325,4749701,2050774934
11326,4749701,2068748037
11327,4749701,2106939052
11328,4749701,2110223162
11329,4749701,2147483647
11489,4827601,1545017391
11490,4827601,1607777232
11491,4827601,2007759731
11492,4827601,2014264824
11493,4827601,2061273150
11494,4827601,2089542817
11645,4880324,624325429
11646,4880324,657870130
11647,4880324,1966542021
11648,4880324,2008023785
11649,4880324,2043871891
11650,4880324,2074328167
11651,4880324,2087834190
11652,4880324,2129443886
11653,4880324,2133336638
11748,4929604,1982148619
11749,4929604,1994552999
11750,4929604,2063460593
11751,4929604,2136017364
11752,4929604,2138243071
11753,4929604,2147483647
11800,4953944,1981421737
11801,4953944,1997756436
11802,4953944,2033326153
11803,4953944,2054496466
11804,4953944,2060411059
11805,4953944,2063584276
11806,4953944,2147483647
11834,4965354,2032837243
11835,4965354,2041014617
11836,4965354,2045577876
11837,4965354,2056442885
11838,4965354,2068913369
11839,4965354,2106074261
11892,4987139,606693916
11893,4987139,1494589518
11894,4987139,1545190048
11895,4987139,1601529928
11896,4987139,1981528961
11897,4987139,2018299967
11898,4987139,2019675330
11899,4987139,2062613174
11977,5019408,1775749144
11978,5019408,1986755882
11979,5019408,1988389319
11980,5019408,2042248967
11981,5019408,2110062670
11982,5019408,2122159851
11983,5019408,2147483647
12061,5065373,1967992359
12062,5065373,1997516761
12063,5065373,2023712745
12064,5065373,2089607531
12065,5065373,2110889394
12066,5065373,2140121783
12122,5090069,1524478189
12123,5090069,1873327545
12124,5090069,2077692929
12125,5090069,2137107855
12126,5090069,2147483647
12127,5090069,2147483647
12200,5118276,1994345705
12201,5118276,2021581957
12202,5118276,2053681090
12203,5118276,2058227567
12204,5118276,2100923213
12205,5118276,2142423961
12212,5124378,12235790
12213,5124378,1561382837
12214,5124378,1962692964
12215,5124378,1981157301
12216,5124378,1986247777
12217,5124378,1998412423
12218,5124378,2014521583
12219,5124378,2015565457
12220,5124378,2018961890
12221,5124378,2037715584
12222,5124378,2110385921
12225,5126212,163352656
12226,5126212,1967199758
12227,5126212,1986705354
12228,5126212,1989632372
12229,5126212,2040646847
12230,5126212,2056148352
12231,5126212,2086285353
12232,5126212,2138599948
12233,5126212,2145080287
12288,5151412,1964719993
12289,5151412,1984873106
12290,5151412,2057789391
12291,5151412,2081731224
12292,5151412,2089198803
12293,5151412,2097345042
12352,5191846,1777863255
12353,5191846,2037821908
12354,5191846,2053810311
12355,5191846,2066298131
12356,5191846,2069565722
12357,5191846,2143834064
12358,5191846,2147483647
12365,5195574,1983946231
12366,5195574,2038256546
12367,5195574,2053094468
12368,5195574,2055539204
12369,5195574,2074820885
12370,5195574,2112961585
12371,5195574,2135803228
12372,5195574,2142154986
12453,5229804,1983925681
12454,5229804,1992438756
12455,5229804,2027688683
12456,5229804,2086256089
12457,5229804,2089759984
12458,5229804,2095015628
12460,5231227,2032574998
12461,5231227,2037107834
12462,5231227,2140940448
12463,5231227,2146656179
12464,5231227,2147483647
12465,5231227,2147483647
12531,5279327,1970225649
12532,5279327,2011393189
12533,5279327,2021925516
12534,5279327,2053195761
12535,5279327,2096118264
12536,5279327,2097099406
12537,5279327,2120311544
12538,5279327,2147483647
12646,5315282,89738392
12647,5315282,1845885684
12648,5315282,2002354472
12649,5315282,2003717531
12650,5315282,2041297011
12651,5315282,2076624421
12663,5322688,1979273149
12664,5322688,2017699547
12665,5322688,2069970385
12666,5322688,2090662111
12667,5322688,2138958249
12668,5322688,2147483647
12702,5340292,1977614983
12703,5340292,2023299675
12704,5340292,2033099498
12705,5340292,2041169454
12706,5340292,2055119128
12707,5340292,2091334474
12708,5340292,2094835614
12709,5340292,2142495846
12750,5352401,1512797006
12751,5352401,1965188875
12752,5352401,2085367431
12753,5352401,2116789079
12754,5352401,2121904799
12755,5352401,2147483647
12793,5364213,1972470064
12794,5364213,1994954453
12795,5364213,2009646489
12796,5364213,2049588762
12797,5364213,2089903528
12798,5364213,2109098977
12799,5364213,2122655480
12861,5389566,1701190043
12862,5389566,1742708586
12863,5389566,1972365079
12864,5389566,1979974471
12865,5389566,2027526356
12866,5389566,2095471318
12980,5447388,150095004
12981,5447388,1973081507
12982,5447388,1995017040
12983,5447388,2049515194
12984,5447388,2072141833
12985,5447388,2096039245
12997,5454698,1511220809
12998,5454698,1753153312
12999,5454698,1754272155
13000,5454698,1996559005
13001,5454698,2031254433
13002,5454698,2047697312
13003,5454698,2102344466
13095,5502410,2011926995
13096,5502410,2032476754
13097,5502410,2068341795
13098,5502410,2090762740
13099,5502410,2114302768
13100,5502410,2134852960
13183,5544890,1996481792
13184,5544890,2015815383
13185,5544890,2017616865
13186,5544890,2063330798
13187,5544890,2069993260
13188,5544890,2087625931
13189,5544890,2126203546
13190,5544890,2140224974
13280,5591810,1981911665
13281,5591810,1994090158
13282,5591810,2003810740
13283,5591810,2012766222
13284,5591810,2070458501
13285,5591810,2080267442
13286,5591810,2092481738
13363,5625923,1971549481
13364,5625923,1986273962
13365,5625923,1986531164
13366,5625923,2053032174
13367,5625923,2100283268
13368,5625923,2147483647
13369,5625923,2147483647
13377,5628942,1543139964
13378,5628942,1965387193
13379,5628942,1989880074
13380,5628942,2054360287
13381,5628942,2088281997
13382,5628942,2089939834
13383,5628942,2113541167
13504,5681243,1968300339
13505,5681243,1986585012
13506,5681243,1991904622
13507,5681243,2047190819
13508,5681243,2055643866
13509,5681243,2076020561
13510,5681243,2147483647
13610,5722764,1982027543
13611,5722764,1983417944
13612,5722764,1996166472
13613,5722764,2014804838
13614,5722764,2103714496
13615,5722764,2147483647
13889,5843545,1531389947
13890,5843545,2000114402
13891,5843545,2038316986
13892,5843545,2068120281
13893,5843545,2107645407
13894,5843545,2147483647
13895,5843545,2147483647
14022,5897312,1901713757
14023,5897312,2012949949
14024,5897312,2034796705
14025,5897312,2064924345
14026,5897312,2074334576
14027,5897312,2133064844
14028,5897312,2137985706
14094,5925947,129831482
14095,5925947,1972753341
14096,5925947,2018839133
14097,5925947,2055145880
14098,5925947,2080767022
14099,5925947,2122234192
14100,5925947,2134462999
14314,6007029,124058333
14315,6007029,1524400131
14316,6007029,1985981032
14317,6007029,2021312627
14318,6007029,2059180430
14319,6007029,2076429244
14431,6053304,1995736305
14432,6053304,2017816448
14433,6053304,2089977417
14434,6053304,2101244735
14435,6053304,2103274435
14436,6053304,2147483647
14464,6066234,1562441013
14465,6066234,2000384017
14466,6066234,2022169753
14467,6066234,2035108887
